,ProjectID,ProjectTitle,ProjectDescription,TotalCost,CountyNames,CT_Codes,ProjectStatusCodes,City,CityCode,County,CountyCode,Lon_Centroid,Lat_Centroid
3266,'ATP4-08-104M,Fontana Safe Routes to School Gap Closure (ATP Cycle 4),"Install missing sidewalk segments, accessible ramps, high-visibility crosswalks, lighting, Class II & III bikeways, and striping/signage near three public schools.",1477000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3267,'ATP3A-08-075S,Fontana Safe Routes to Schools Pedestrian Improvements (ATP Cycle 3A),"The project includes constructing new ADA-compliant sidewalks on four segments of city streets, curb and gutter infrastructure, ADA curb ramps, bike lanes, street striping and traffic signs.  The City will also enlist a consultant, Safe Moves, to conduct active transportation education at all six of the benefiting elementary schools.",1918000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3268,'ATP4-08-107M,"Safe Routes for Active Play, Work, and Live Rialto! (ATP Cycle 4)","Implement the programs identified in the Rialto SRTS Plan to establish active modes of transportation in everyday life for Rialto students, families, residents and businesses.",549000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3269,'ATP4-08-105M,Terra Vista Drive Neighborhood Safe Routes to School Infrastructure Implementation (ATP Cycle 4),"Construction of planned SRTS improvements in the City of Rialto, including speed feedback signs, RRFBs, high visibility crosswalks, ADA  curb ramps, and bicycle facilities.",663000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3270,'ATP4-08-108M,"Pedestrian Improvements around Haynes, Vista Grande and Oaks Schools (ATP Cycle 4)","Construction of missing sidewalk gaps (incl. ROW), ADA ramps, street lights, and enhanced pedestrian crosswalks (including ped. activated beacons) and encouragement programs.",6998000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3271,'ATP3A-08-071M,Cactus Avenue Multi-Use Path (ATP Cycle 3A),"Upgrade existing bike path to a multi-use path featuring a bidirectional buffered bike path and separate pedestrian path, which requires reconstructed ADA compliant curb ramps and parking lot, and installation of fencing to provide trail access and flashing beacon system with in-roadway warning lights for trail crossing.",1760000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3272,'ATP5-08-017S,Vine Ave and B St Bike Boulevard Project (ATP Cycle 5),"Construction of bike boulevard, improvements include street lights, traffic circles, curb extensions, and a lane configuration to slow vehicle traffic and prioritize bike movement",4881000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3273,'ATP3A-08-058S,Sultana Elementary and De Anza Middle School Pedestrian Improvements (ATP Cycle 3A),"Project installs RRFBs, pavement markings and signing at six pedestrian crossing locations near Sultana Elementary and De Anza Middle Schools and Bon View Park including relocation of 1 crossing, design and construct and modify handicap ramps to meet ADA requirements, and construct curb, gutter and sidewalks on Belmont Street.",1506000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3274,'ATP4-08-043S,Jehue Corridor and Eucalyptus Avenue Class I Bike Paths (ATP Cycle 4),Construct a new Class I bike and pedestrian path in west Colton that will serve four public schools. The project will provide a safer path of travel for students and residents.,2820000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3275,'0822000106,Pavement - HM1,Pavement-0.15' cold plane and overlay with hot-mixed asphalt overlay,8072000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3276,'0821000144,Bridge Preventative Maintenance,A $6.7 million dollar project in San Bernardino County on Route 15 will apply polyester concrete overlay to bridge decks and replace bridge rails.(Bridge Deck Preservation),6698000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3277,'0821000129,Bridge - HM3,"Bridge Maintenance-Methacrylate deck, replace joint seals, replace slab.",3887000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3278,'0820000156,Bridge Scour Mitigation,A $13.15 million dollar project in San Bernardino County on Route 40 will restore rock slope protection at eight bridges to mitigate scour.,13148000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3279,'0820000092,Bridge Scour Mitigation,A $15.6 million dollar project in San Bernardino County on Route 15 will restore rock slope protection at six bridges to mitigate scour.,15596000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3280,'0820000090,Bridge Seismic Restoration,A $13.98 million dollar project in San Bernardino County on Route 210 will seismic retrofit.,13979000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3281,'0820000089,Bridge Preventative Maintenance,"A $6.65 million dollar project in San Bernardino County on Route 15 will place polyester concrete on bridge decks, treat approach and departure slabs with methacrylate, and replace bridge joint seals.",6647000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3282,'0820000076,Pavement Rehabilitation,"A $21.01 million dollar project in San Bernardino County on Route 18 will rehabilitate pavement and drainage systems, upgrade guardrail, and replace sign panels.",21005000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3283,'0819000167,Pavement Rehabilitation,A $11.71 million dollar project in San Bernardino County on Route 95 will rehabilitate pavement and replace Asphalt Concrete (AC) dike and rumble strips.,11708000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3284,'0819000159,Pavement Rehabilitation,"A $40.71 million dollar project in San Bernardino County on Route 18 will rehabilitate pavement, upgrade guardrail and Transportation Management System (TMS) elements, and construct shoulders and rumble strips.",40712000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3285,'0819000156,Pavement Rehabilitation,"A $22.66 million dollar project in San Bernardino County on Route 83 will rehabilitate pavement, replace sign panels, upgrade lighting, construct bus pads, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",22659000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3286,'0819000155,Pavement Rehabilitation,"A $14.88 million dollar project in San Bernardino County on Route 247 will rehabilitate pavement, replace sign panels, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",14882000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3287,'0819000152,Pavement Rehabilitation,"A $45.57 million dollar project in San Bernardino County on Route 15 will rehabilitate pavement, drainage systems, and lighting, upgrade guardrail, and replace sign panels.",45566000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3288,'0819000130,Pavement Rehabilitation,"A $15.94 million dollar project in San Bernardino County on Route 38 will rehabilitate pavement, upgrade Transportation Management System (TMS) elements, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",15942000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3289,'0819000129,Pavement Rehabilitation,"A $20.15 million dollar project in San Bernardino County on Route 38 will rehabilitate pavement, upgrade Transportation Management System (TMS) elements, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",20146000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3290,'0819000126,Transportation Management Systems,A $6.28 million dollar project in San Bernardino County on Route Var will upgrade traffic census stations.,6280000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3291,'0819000119,Pavement - HM1 -SB1,"In San Bernardino County, this project will maintain/repair pavement  - Asphalt Overlay.",4786000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3292,'0819000118,Pavement - HM1,Pavement-0.15' cold plane and overlay with hot-mixed asphalt overlay,9778000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3293,'0819000105,Bridge-SB1,This project will perform preservation actions on bridges on Route 10 in San Bernardino County.,660000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3294,'0819000101,Bridge - HM3 -SB1,"In San Bernardino County, this project will maintain/repair bridge - Deck.",4671000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3295,'0819000088,Bridge - HM3 -SB1,"In San Bernardino County, this project will maintain/repair bridge - Deck.",2346000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3296,'0819000074,Pavement Rehabilitation,A $27.87 million dollar project in San Bernardino County on Route 095 will perform cold in-place recycling.,28311710.69,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3297,'0818000207,Bridge - HM3 -SB1,"In San Bernardino County, this project will maintain/repair bridge - Deck.",3114000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3298,'0818000157,Striping-SB1,This project will improve approximately 876 linear miles of striping on Route 40 in San Bernardino County.,10400000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3299,'0818000123,Transportation Management Systems,A $22.26 million dollar project in San Bernardino County on Route Var will upgrade Changeable Message Signs (CMS).,22256000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3300,'0818000122,Transportation Management Systems,A $20.38 million dollar project in San Bernardino County on Route Var will install Changeable Message Signs (CMS).,20381000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3301,'0818000107,Drainage - HM251 -SB1,"In San Bernardino County, this project will repair/replace culverts.",1048000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3302,'0818000099,Pavement Rehabilitation,"A $4.28 million dollar project in San Bernardino County on Route 40 will pavement rehabilitation, upgrade signs and lighting, upgrade curb ramps to Americans with Disabilities Act (ADA) standards, and upgrade safety devices.(G13 Contingency)",4278000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3303,'0818000086,Pavement Rehabilitation,A $22.59 million dollar project in San Bernardino County on Route 215 will this project will extend the pavement service life and improve ride quality.,22594000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3304,'0818000069,Bridge Seismic Restoration,A $20.88 million dollar project in San Bernardino County on Route 15 will seismic retrofit and bridge rail upgrade to make standard.,20882000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3305,'0818000018,Drainage System Restoration,A $10.41 million dollar project in San Bernardino County on Route 18 will rehabilitate culverts and install Changeable Message Sign (CMS).,10411000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3306,'0818000016,Pavement Rehabilitation,"A $27.06 million dollar project in San Bernardino County on Route 18 will rehabilitate pavement, rehabilitate drainage systems, upgrade facilities to Americans with Disabilities Act (ADA) standards, upgrade signs, and construct sidewalk, Light Emitting Diode (LED) lighting, enhanced crosswalks, bike lanes, and flashing beacons as complete streets elements.",27055000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3307,'0818000014,Pavement Rehabilitation,A $38.22 million dollar project in San Bernardino County on Route 247 will rehabilitate pavement and widen shoulders.,38219000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3308,'0817000240,Trans Permit Requirements for Bridges,A $20. million dollar project in San Bernardino County on Route 60 will improve freight corridor movement by removing vertical clearance constraint.,19995000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3309,'0817000234,Pavement-SB1,This project will perform preservation activities on approximately 17.4 lane miles on Route 178 in San Bernardino County.,4625000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3310,'0817000214,Bridge-SB1,"This project will perform preservation actions on 18 bridges on Route 15, 40, and 58 in San Bernardino County.",5410000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3311,'0817000213,Bridge-SB1,This project will perform preservation actions on 23 bridges on Route 215 in San Bernardino County.,4197000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3312,'0817000209,Bridge-SB1,"This project will perform preservation actions on 19 bridges on Route 10, 15, 210, 18, and 138 in San Bernardino County.",2765000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3313,'0817000016,Pavement-SB1,This project will perform preservation activities on approximately 36.4 lane miles on Route 210 and 215 in San Bernardino County.,5125000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3314,'0817000015,Drainage - HM251 -SB1,"In San Bernardino County, this project will repair/replace culverts.",1009000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3315,'0816000186,Transportation Management Systems,"A $9.55 million dollar project in San Bernardino County on Route 215 will install wireless Vehicle Detection Stations (VDS), Changeable Message Signs (CMS), Closed Circuit Television (CCTV) and Fiber Optic elements.",9554618.67,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3316,'0816000079,Bridge Major Rehabilitation,A $31.24 million dollar project in San Bernardino County on Route 40 will replace bridges and replace and expand Rock Slope Protection (RSP) limits to prevent bridge failure and ensure safety.,31240000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3317,'0816000048,Pavement Rehabilitation,"A $25.27 million dollar project in San Bernardino County on Route 66 will rehabilitate pavement, add barrier separation, upgrade bridge rail, add sidewalk as a complete streets element, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",25267000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3318,'0816000046,Pavement Rehabilitation,"A $39.36 million dollar project in San Bernardino County on Route 395 will ), install Changeable Message Signs (CMS), upgrade guardrail and sign panels, and upgrade facilities to Americans with Disabilities Act (ADA) standards.",39363000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3319,'0815000245,Roadway Rehabilitation,A $28.44 million dollar project in San Bernardino County on Route 15 will rehabilitate roadway.,28435323.97,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3320,'0815000244,Roadway Rehabilitation,A $168.68 million dollar project in San Bernardino County on Route 15 will rehabilitate roadway.,168681000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3321,'0815000212,Pavement Rehabilitation,A $7.98 million dollar project in San Bernardino County on Route 95 will rehabilitate pavement.,7977367.26,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3322,'0815000192,Bridge Preventative Maintenance,A $4.89 million dollar project in San Bernardino County on Route 10 will Strengthen bridge and perform preventative maintenance to preserve bridge integrity and extend service life.,4886000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3323,'0815000184,Drainage System Restoration,"A $9.78 million dollar project in San Bernardino County on Route 18 will repair, reline and replace culverts.",9781000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3324,'0815000173,Pavement Rehabilitation,"A $44.94 million dollar project in San Bernardino County on Route 127 will rehabilitate pavement, upgrade guardrail, and construct shoulder backing.",44942000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3325,'0815000170,Transportation Management Systems,A $5.13 million dollar project in San Bernardino County on Route 210 will install Transportation Management System (TMS) elements.,5126652.73,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3326,'0815000034,Bridge Major Rehabilitation,A $34.85 million dollar project in San Bernardino County on Route 215 will replace Overcrossing.,34851000.0,San Bernardino,|08|,|InProgress|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3327,'0814000215,Bridge Rail Replacement and Upgrade,A $17.36 million dollar project in San Bernardino County on Route 66 will upgrade bridge rails and widen bridges.,17356000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3328,'0813000087,Drainage-SB1,This project will perform preservation activities on approximately 8 culverts on Route 173 in San Bernardino County.,960000.0,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3329,'0812000124,Bridge Rail Replacement and Upgrade,A $6.32 million dollar project in San Bernardino County on Route 330 will replace bridge rail and approach rail.,6317571.33,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3330,'0812000111,Drainage System Restoration,A $7.37 million dollar project in San Bernardino County on Route 38 will replace culverts.,7366987.31,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3331,'0812000110,Drainage System Restoration,A $12.12 million dollar project in San Bernardino County on Route 18 will replace culverts to ensure efficient drainage and preserve the integrity of the highway.,12117000.0,San Bernardino,|08|,|Planned|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3332,'0812000074,Bridge Rail Replacement and Upgrade,A $6.84 million dollar project in San Bernardino County on Route 2 will upgrade bridge railing.,6838939.42,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3333,'0800020580,Bridge Major Rehabilitation,A $22.58 million dollar project in San Bernardino County on Route 10 will seismic retrofit.,22582122.31,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3334,'0800020358,Bridge Major Rehabilitation,A $36.47 million dollar project in San Bernardino County on Route 60 will replace bridges.,36466504.15,San Bernardino,|08|,|Completed|,Fontana,FNA,San Bernardino,SBD,-117.4626966,34.05925275
3335,'0822000183,Express Lanes in San Bernardino County Transportation Authority,"Express Lanes in San Bernardino County Transportation Authority, part of the Surface Transportation Block Grant. (Federal Project ID: 6507035).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3336,'0822000167,Add Widen Road in San Bernardino County Transportation Authority,"Add Widen Road in San Bernardino County Transportation Authority, part of the Surface Transportation Block Grant. (Federal Project ID: 6507034).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3337,'0821000039,Replace Bridge in San Bernardino County Transportation Authority,"Replace Bridge in San Bernardino County Transportation Authority, part of the Bridge Formula Program. (Federal Project ID: 6507027).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3338,'0817000123,Replace Bridge in San Bernardino County Transportation Authority,"Replace Bridge in San Bernardino County Transportation Authority, part of the National Highway Performance Program (NHPP). (Federal Project ID: 6507003).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3339,'5954093,Replace Bridge in San Bernardino County,"Replace Bridge in San Bernardino County, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5954093).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3340,'0820000034,Repair Shoulders in San Bernardino County,"Repair Shoulders in San Bernardino County, part of the Emergency Relieve Funding. (Federal Project ID: 38R0001).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3341,'0820000033,Repair Shoulders in San Bernardino County,"Repair Shoulders in San Bernardino County, part of the Emergency Relieve Funding. (Federal Project ID: 40A0064).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3342,'0819000078,Safety Improvements in San Bernardino County,"Safety Improvements in San Bernardino County, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5954160).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3343,'0817000151,Install Guardrails in San Bernardino County,"Install Guardrails in San Bernardino County, part of the Emergency Relieve Funding. (Federal Project ID: 32A0002).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3344,'0814000092,Replace Bridge in San Bernardino County,"Replace Bridge in San Bernardino County, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5954135).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3345,'0820000027,Road Construction in Yucaipa,"Road Construction in Yucaipa, part of the Emergency Relieve Funding. (Federal Project ID: 40A0062).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3346,'0815000215,Replace Bridge in Yucaipa,"Replace Bridge in Yucaipa, part of the National Highway Performance Program (NHPP). (Federal Project ID: NBIL539).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3347,'0814000155,Replace Bridge in Yucaipa,"Replace Bridge in Yucaipa, part of the National Highway Performance Program (NHPP). (Federal Project ID: NBIL534).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3348,'0813000116,Bridge Rehabilitation in Apple Valley,"Bridge Rehabilitation in Apple Valley, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5453018).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3349,'0819000099,Safety Improvements in Twentynine Palms,"Safety Improvements in Twentynine Palms, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5448009).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3350,'0814000154,Preliminary Engineering Projects in Twentynine Palms,"Preliminary Engineering Projects in Twentynine Palms, part of the National Highway Performance Program (NHPP). (Federal Project ID: NBIL533).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3351,'5380026,Bridge Rehabilitation in Victorville,"Bridge Rehabilitation in Victorville, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5380026).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3352,'0819000055,Safety Improvements in Victorville,"Safety Improvements in Victorville, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5380038).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3353,'0819000051,Upgrade Traffic Signals in Victorville,"Upgrade Traffic Signals in Victorville, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5380037).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3354,'0823000054,Safety Improvements in Fontana,"Safety Improvements in Fontana, part of the Transportation Alternatives. (Federal Project ID: 5307034).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3355,'0818000071,New Construction Roadway in Fontana,"New Construction Roadway in Fontana, part of the Transportation Alternatives. (Federal Project ID: 5307027).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3356,'0813000018,Replace Bridge in Barstow,"Replace Bridge in Barstow, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5298030).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3357,'0819000086,Replace Bridge in Needles,"Replace Bridge in Needles, part of the Bridge Formula Program. (Federal Project ID: 5220007).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3358,'0818800003,Construct Raised Median in Rialto,"Construct Raised Median in Rialto, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5205027).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3359,'0820000098,Install Pedestrian Safety Improvements in Redlands,"Install Pedestrian Safety Improvements in Redlands, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5083024).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3360,'0817000147,Install Signals in Redlands,"Install Signals in Redlands, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5083020).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3361,'0812000141,Replace Overhead in Colton,"Replace Overhead in Colton, part of the National Highway Performance Program (NHPP). (Federal Project ID: 5065024).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3362,'0819000060,Upgrade Traffic Signals in San Bernardino,"Upgrade Traffic Signals in San Bernardino, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5033056).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3363,'0819000059,Signals in San Bernardino,"Signals in San Bernardino, part of the Highway Safety Improvement Program (HSIP). (Federal Project ID: 5033057).",,San Bernardino,|08|,,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3364,'ATP1-08-196S,San Bernardino Association of Governments Metrolink Station Accessibility Improvement Project (ATP Cycle 1),"The projects  are located along six existing Metrolink transit stations in the cities of: 1.  Montclair; 2. Upland; 3. Rancho Cucamonga; 4. Fontana; 5. Rialto; and 6. San Bernardino in on the San Bernardino Line, in San Bernardino County.  The project goal is to improve access to transit for cyclists and pedestrians.",4679000.0,San Bernardino,|08|,|Completed|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3365,'0000201611,Redlands Passenger Rail Project 2016:11,Construct new Rail System linking San Bernardino and the University of Redlands,265282451.0,San Bernardino,|08|,|InProgress|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3366,'ATP1-08-204M,Rim of the World Active Transportation Program (ATP Cycle 1),"Rim of the World Active Transportation Pedestrian, Bicycle, and Equestrian Master Plan.",285000.0,San Bernardino,|08|,|Completed|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3367,'ATP1-08-201M,SANBAG Points of Interest Pedestrian Plan (ATP Cycle 1),"Develop a list of priority points of interest most in need of a pedestrian plan, create a pedestrian plan for those priority points of interest, and incorporate the Priority Points of Interest Plan into SANBAG's currently maintained  Non-Motorized Transportation Plan.",400000.0,San Bernardino,|08|,|Completed|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3368,'ATP1-08-195S,San Bernardino Association of Government Safe Routes to School Plan (ATP Cycle 1),SANBAG will develop a student travel data collection strategy and incorporate priority Safe Routes to School projects into the existing SANDAG maintained Non-Motorized Transportation Plan NMTP.  The Safe Routes to School Plan will inventory needed infrastructure improvements for approximately ten percent 10% of San Bernardino County's schools.,400000.0,San Bernardino,|08|,|Completed|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
3369,'ATP6-08-158M,San Bernardino Valley Safe Routes to School Plan (Unincorporated Schools),"Develop a Safe Routes to School Plan to create strategic, prioritized recommendations for safer walking and biking infrastructure around the 21 identified schools.",500000.0,San Bernardino,|08|,|Planned|,Ontario,ONT,San Bernardino,SBD,-117.6064399,34.03928523
